11-07-2020 17:57:20.443 INFO  [main] com.xml.MessageServiceApp - No active profile set, falling back to default profiles: default
11-07-2020 23:19:48.964 INFO  [main] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
11-07-2020 23:19:49.546 INFO  [main] c.netflix.discovery.DiscoveryClient - Disable delta property : false
11-07-2020 23:19:49.546 INFO  [main] c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
11-07-2020 23:19:49.546 INFO  [main] c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
11-07-2020 23:19:49.546 INFO  [main] c.netflix.discovery.DiscoveryClient - Application is null : false
11-07-2020 23:19:49.546 INFO  [main] c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
11-07-2020 23:19:49.546 INFO  [main] c.netflix.discovery.DiscoveryClient - Application version is -1: true
11-07-2020 23:19:49.546 INFO  [main] c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
11-07-2020 23:19:49.821 INFO  [main] c.netflix.discovery.DiscoveryClient - The response status is 200
11-07-2020 23:19:49.821 INFO  [main] c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
11-07-2020 23:19:49.821 INFO  [main] c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
11-07-2020 23:19:49.831 INFO  [main] c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1594502389831 with initial instances count: 7
11-07-2020 23:19:49.841 INFO  [main] o.s.c.n.e.s.EurekaServiceRegistry - Registering application MESSAGE-SERVICE with eureka with status UP
11-07-2020 23:19:49.841 INFO  [main] c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1594502389841, current=UP, previous=STARTING]
11-07-2020 23:19:49.841 INFO  [DiscoveryClient-InstanceInfoReplicator-0] c.netflix.discovery.DiscoveryClient - DiscoveryClient_MESSAGE-SERVICE/DESKTOP-FMPOMGS:message-service:8088: registering service...
11-07-2020 23:19:49.871 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
11-07-2020 23:19:49.911 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
11-07-2020 23:19:49.911 INFO  [main] o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8088
11-07-2020 23:19:49.931 INFO  [DiscoveryClient-InstanceInfoReplicator-0] c.netflix.discovery.DiscoveryClient - DiscoveryClient_MESSAGE-SERVICE/DESKTOP-FMPOMGS:message-service:8088 - registration status: 204
11-07-2020 23:19:50.731 INFO  [main] com.xml.MessageServiceApp - Started MessageServiceApp in 19.938 seconds (JVM running for 23.487)
11-07-2020 23:19:59.666 INFO  [http-nio-8088-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring MessageDispatcherServlet 'messageDispatcherServlet'
11-07-2020 23:19:59.666 INFO  [http-nio-8088-exec-1] o.s.w.t.h.MessageDispatcherServlet - Initializing Servlet 'messageDispatcherServlet'
11-07-2020 23:19:59.677 INFO  [http-nio-8088-exec-1] o.s.w.s.saaj.SaajSoapMessageFactory - Creating SAAJ 1.3 MessageFactory with SOAP 1.1 Protocol
11-07-2020 23:19:59.717 INFO  [http-nio-8088-exec-1] o.s.w.t.h.MessageDispatcherServlet - Completed initialization in 51 ms
11-07-2020 23:22:53.146 INFO  [http-nio-8088-exec-5] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11-07-2020 23:22:53.151 INFO  [http-nio-8088-exec-5] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
11-07-2020 23:22:53.176 INFO  [http-nio-8088-exec-5] o.s.web.servlet.DispatcherServlet - Completed initialization in 25 ms
11-07-2020 23:22:53.326 INFO  [http-nio-8088-exec-5] com.xml.controller.MessageController - Date: 2020-07-11T23:22:53.326, A user with username : peraPetar tried to get people.
11-07-2020 23:22:54.068 INFO  [http-nio-8088-exec-5] c.n.config.ChainedDynamicProperty - Flipping property: rent-request-service.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
11-07-2020 23:22:54.210 INFO  [http-nio-8088-exec-5] c.n.u.c.ShutdownEnabledTimer - Shutdown hook installed for: NFLoadBalancer-PingTimer-rent-request-service
11-07-2020 23:22:54.213 INFO  [http-nio-8088-exec-5] c.n.loadbalancer.BaseLoadBalancer - Client: rent-request-service instantiated a LoadBalancer: DynamicServerListLoadBalancer:{NFLoadBalancer:name=rent-request-service,current list of Servers=[],Load balancer stats=Zone stats: {},Server stats: []}ServerList:null
11-07-2020 23:22:54.237 INFO  [http-nio-8088-exec-5] c.n.l.DynamicServerListLoadBalancer - Using serverListUpdater PollingServerListUpdater
11-07-2020 23:22:54.330 INFO  [http-nio-8088-exec-5] c.n.config.ChainedDynamicProperty - Flipping property: rent-request-service.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
11-07-2020 23:22:54.332 INFO  [http-nio-8088-exec-5] c.n.l.DynamicServerListLoadBalancer - DynamicServerListLoadBalancer for client rent-request-service initialized: DynamicServerListLoadBalancer:{NFLoadBalancer:name=rent-request-service,current list of Servers=[192.168.1.111:8089],Load balancer stats=Zone stats: {defaultzone=[Zone:defaultzone;	Instance count:1;	Active connections count: 0;	Circuit breaker tripped count: 0;	Active connections per server: 0.0;]
},Server stats: [[Server:192.168.1.111:8089;	Zone:defaultZone;	Total Requests:0;	Successive connection failure:0;	Total blackout seconds:0;	Last connection made:Thu Jan 01 01:00:00 CET 1970;	First connection made: Thu Jan 01 01:00:00 CET 1970;	Active Connections:0;	total failure count in last (1000) msecs:0;	average resp time:0.0;	90 percentile resp time:0.0;	95 percentile resp time:0.0;	min resp time:0.0;	max resp time:0.0;	stddev resp time:0.0]
]}ServerList:org.springframework.cloud.netflix.ribbon.eureka.DomainExtractingServerList@34d09333
11-07-2020 23:22:55.276 INFO  [PollingServerListUpdater-0] c.n.config.ChainedDynamicProperty - Flipping property: rent-request-service.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
11-07-2020 23:23:00.499 INFO  [http-nio-8088-exec-5] c.n.config.ChainedDynamicProperty - Flipping property: authentication-service.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
11-07-2020 23:23:00.507 INFO  [http-nio-8088-exec-5] c.n.u.c.ShutdownEnabledTimer - Shutdown hook installed for: NFLoadBalancer-PingTimer-authentication-service
11-07-2020 23:23:00.507 INFO  [http-nio-8088-exec-5] c.n.loadbalancer.BaseLoadBalancer - Client: authentication-service instantiated a LoadBalancer: DynamicServerListLoadBalancer:{NFLoadBalancer:name=authentication-service,current list of Servers=[],Load balancer stats=Zone stats: {},Server stats: []}ServerList:null
11-07-2020 23:23:00.513 INFO  [http-nio-8088-exec-5] c.n.l.DynamicServerListLoadBalancer - Using serverListUpdater PollingServerListUpdater
11-07-2020 23:23:00.515 INFO  [http-nio-8088-exec-5] c.n.config.ChainedDynamicProperty - Flipping property: authentication-service.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
11-07-2020 23:23:00.517 INFO  [http-nio-8088-exec-5] c.n.l.DynamicServerListLoadBalancer - DynamicServerListLoadBalancer for client authentication-service initialized: DynamicServerListLoadBalancer:{NFLoadBalancer:name=authentication-service,current list of Servers=[192.168.1.111:8083],Load balancer stats=Zone stats: {defaultzone=[Zone:defaultzone;	Instance count:1;	Active connections count: 0;	Circuit breaker tripped count: 0;	Active connections per server: 0.0;]
},Server stats: [[Server:192.168.1.111:8083;	Zone:defaultZone;	Total Requests:0;	Successive connection failure:0;	Total blackout seconds:0;	Last connection made:Thu Jan 01 01:00:00 CET 1970;	First connection made: Thu Jan 01 01:00:00 CET 1970;	Active Connections:0;	total failure count in last (1000) msecs:0;	average resp time:0.0;	90 percentile resp time:0.0;	95 percentile resp time:0.0;	min resp time:0.0;	max resp time:0.0;	stddev resp time:0.0]
]}ServerList:org.springframework.cloud.netflix.ribbon.eureka.DomainExtractingServerList@4ee4442e
11-07-2020 23:23:00.561 INFO  [http-nio-8088-exec-5] com.xml.controller.MessageController - Date : 2020-07-11T23:23:00.561, Successfully returned list of people.
11-07-2020 23:23:01.517 INFO  [PollingServerListUpdater-0] c.n.config.ChainedDynamicProperty - Flipping property: authentication-service.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
11-07-2020 23:23:03.374 INFO  [http-nio-8088-exec-6] com.xml.controller.MessageController - Date: 2020-07-11T23:23:03.374, A user with username : peraPetar tried to get messages.
11-07-2020 23:23:03.641 INFO  [http-nio-8088-exec-6] com.xml.controller.MessageController - Date : 2020-07-11T23:23:03.641, Successfully returned list of messages.
11-07-2020 23:23:21.006 INFO  [http-nio-8088-exec-7] com.xml.controller.MessageController - Date: 2020-07-11T23:23:21.006, A user with username : peraPetar tried to sent message.
11-07-2020 23:23:21.032 INFO  [http-nio-8088-exec-7] com.xml.controller.MessageController - Date : 2020-07-11T23:23:21.032, A user with username: peraPetar has successfully sent message.
11-07-2020 23:23:21.141 INFO  [http-nio-8088-exec-8] com.xml.controller.MessageController - Date: 2020-07-11T23:23:21.141, A user with username : peraPetar tried to get messages.
11-07-2020 23:23:21.157 INFO  [http-nio-8088-exec-8] com.xml.controller.MessageController - Date : 2020-07-11T23:23:21.157, Successfully returned list of messages.
11-07-2020 23:23:52.628 INFO  [http-nio-8088-exec-9] com.xml.controller.MessageController - Date: 2020-07-11T23:23:52.628, A user with username : peraPetar tried to sent message.
11-07-2020 23:23:52.642 INFO  [http-nio-8088-exec-9] com.xml.controller.MessageController - Date : 2020-07-11T23:23:52.642, A user with username: peraPetar has successfully sent message.
11-07-2020 23:23:52.731 INFO  [http-nio-8088-exec-10] com.xml.controller.MessageController - Date: 2020-07-11T23:23:52.731, A user with username : peraPetar tried to get messages.
11-07-2020 23:23:52.748 INFO  [http-nio-8088-exec-10] com.xml.controller.MessageController - Date : 2020-07-11T23:23:52.748, Successfully returned list of messages.
11-07-2020 23:24:49.561 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
11-07-2020 23:29:49.679 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
11-07-2020 23:34:49.682 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
11-07-2020 23:39:49.685 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
11-07-2020 23:44:49.687 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
11-07-2020 23:49:49.696 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
11-07-2020 23:54:49.701 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
11-07-2020 23:59:49.745 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 00:04:49.748 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 00:09:49.759 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 00:14:49.771 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 00:19:49.782 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 00:24:49.828 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 00:29:49.831 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 00:34:49.833 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 00:39:49.846 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 00:44:49.856 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 00:49:49.881 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 00:54:49.884 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 00:59:49.892 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 01:04:49.902 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 01:09:49.903 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 01:14:49.912 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 01:19:50.089 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 01:20:01.423 INFO  [http-nio-8088-exec-2] com.xml.controller.MessageController - Date: 2020-07-12T01:20:01.413, A user with username : peraPetar tried to get people.
12-07-2020 01:20:02.716 INFO  [http-nio-8088-exec-2] com.xml.controller.MessageController - Date : 2020-07-12T01:20:02.716, Successfully returned list of people.
12-07-2020 01:20:04.443 INFO  [http-nio-8088-exec-3] com.xml.controller.MessageController - Date: 2020-07-12T01:20:04.443, A user with username : peraPetar tried to get messages.
12-07-2020 01:20:04.504 INFO  [http-nio-8088-exec-3] com.xml.controller.MessageController - Date : 2020-07-12T01:20:04.504, Successfully returned list of messages.
12-07-2020 01:24:50.092 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 01:29:50.102 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 01:31:07.142 INFO  [http-nio-8088-exec-5] com.xml.controller.MessageController - Date: 2020-07-12T01:31:07.142, A user with username : peraPetar tried to get people.
12-07-2020 01:31:08.067 INFO  [http-nio-8088-exec-5] com.xml.controller.MessageController - Date : 2020-07-12T01:31:08.067, Successfully returned list of people.
12-07-2020 01:31:09.146 INFO  [http-nio-8088-exec-6] com.xml.controller.MessageController - Date: 2020-07-12T01:31:09.146, A user with username : peraPetar tried to get messages.
12-07-2020 01:31:09.176 INFO  [http-nio-8088-exec-6] com.xml.controller.MessageController - Date : 2020-07-12T01:31:09.176, Successfully returned list of messages.
12-07-2020 01:33:39.569 INFO  [http-nio-8088-exec-8] com.xml.controller.MessageController - Date: 2020-07-12T01:33:39.569, A user with username : maricm tried to get people.
12-07-2020 01:33:40.433 INFO  [http-nio-8088-exec-8] com.xml.controller.MessageController - Date : 2020-07-12T01:33:40.433, Successfully returned list of people.
12-07-2020 01:33:42.482 INFO  [http-nio-8088-exec-9] com.xml.controller.MessageController - Date: 2020-07-12T01:33:42.482, A user with username : maricm tried to get messages.
12-07-2020 01:33:42.497 INFO  [http-nio-8088-exec-9] com.xml.controller.MessageController - Date : 2020-07-12T01:33:42.497, Successfully returned list of messages.
12-07-2020 01:34:50.128 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
12-07-2020 01:39:50.131 INFO  [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
